"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,READM-30-COPD-HRRP,117,,1.0569,20.5549,19.4478,29,07/01/2017,12/01/2019
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,READM-30-HF-HRRP,183,,0.9552,21.3231,22.3230,36,07/01/2017,12/01/2019
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.2159,5.6801,4.6715,Too Few to Report,07/01/2017,12/01/2019
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,READM-30-PN-HRRP,155,,1.0073,16.4397,16.3206,26,07/01/2017,12/01/2019
CJW MEDICAL CENTER,490112,VA,READM-30-AMI-HRRP,493,,1.0837,16.0814,14.8398,84,07/01/2017,12/01/2019
CJW MEDICAL CENTER,490112,VA,READM-30-CABG-HRRP,135,,1.0045,12.5209,12.4650,17,07/01/2017,12/01/2019
CJW MEDICAL CENTER,490112,VA,READM-30-COPD-HRRP,443,,0.9558,19.1945,20.0825,81,07/01/2017,12/01/2019
CJW MEDICAL CENTER,490112,VA,READM-30-HF-HRRP,1301,,0.9145,19.6635,21.5009,250,07/01/2017,12/01/2019
CJW MEDICAL CENTER,490112,VA,READM-30-HIP-KNEE-HRRP,1346,,1.0894,3.9735,3.6474,55,07/01/2017,12/01/2019
CJW MEDICAL CENTER,490112,VA,READM-30-PN-HRRP,733,,1.0500,16.5804,15.7915,125,07/01/2017,12/01/2019
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,READM-30-AMI-HRRP,118,,0.9854,15.1477,15.3727,17,07/01/2017,12/01/2019
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,READM-30-COPD-HRRP,269,,1.0351,20.4126,19.7200,58,07/01/2017,12/01/2019
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,READM-30-HF-HRRP,584,,0.9861,21.9058,22.2140,127,07/01/2017,12/01/2019
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,READM-30-HIP-KNEE-HRRP,247,,1.0323,4.2243,4.0923,11,07/01/2017,12/01/2019
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,READM-30-PN-HRRP,382,,0.9569,16.5431,17.2884,60,07/01/2017,12/01/2019
LONESOME PINE HOSPITAL,490114,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LONESOME PINE HOSPITAL,490114,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LONESOME PINE HOSPITAL,490114,VA,READM-30-COPD-HRRP,87,,0.9704,20.3423,20.9620,15,07/01/2017,12/01/2019
LONESOME PINE HOSPITAL,490114,VA,READM-30-HF-HRRP,64,,1.0181,21.6098,21.2266,15,07/01/2017,12/01/2019
LONESOME PINE HOSPITAL,490114,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LONESOME PINE HOSPITAL,490114,VA,READM-30-PN-HRRP,113,,1.0109,17.0110,16.8272,20,07/01/2017,12/01/2019
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-COPD-HRRP,173,,1.0431,19.8162,18.9979,38,07/01/2017,12/01/2019
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-HF-HRRP,165,,1.0447,20.7143,19.8285,37,07/01/2017,12/01/2019
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-PN-HRRP,322,,0.9973,15.8975,15.9405,51,07/01/2017,12/01/2019
LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-COPD-HRRP,84,,1.0341,20.2092,19.5422,20,07/01/2017,12/01/2019
LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-HF-HRRP,104,,1.0368,22.6806,21.8765,26,07/01/2017,12/01/2019
LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0833,5.5204,5.0961,Too Few to Report,07/01/2017,12/01/2019
LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-PN-HRRP,115,,1.0754,18.0329,16.7691,26,07/01/2017,12/01/2019
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-COPD-HRRP,72,,1.0258,21.7832,21.2361,18,07/01/2017,12/01/2019
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-HF-HRRP,N/A,,1.0442,21.1424,20.2468,Too Few to Report,07/01/2017,12/01/2019
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-PN-HRRP,N/A,,0.9808,16.5042,16.8281,Too Few to Report,07/01/2017,12/01/2019
HENRICO DOCTORS' HOSPITAL,490118,VA,READM-30-AMI-HRRP,296,,1.0805,14.7171,13.6207,48,07/01/2017,12/01/2019
HENRICO DOCTORS' HOSPITAL,490118,VA,READM-30-CABG-HRRP,N/A,,0.8961,10.2008,11.3834,Too Few to Report,07/01/2017,12/01/2019
HENRICO DOCTORS' HOSPITAL,490118,VA,READM-30-COPD-HRRP,245,,0.9586,17.8324,18.6034,40,07/01/2017,12/01/2019
HENRICO DOCTORS' HOSPITAL,490118,VA,READM-30-HF-HRRP,771,,1.0201,20.7146,20.3068,161,07/01/2017,12/01/2019
HENRICO DOCTORS' HOSPITAL,490118,VA,READM-30-HIP-KNEE-HRRP,713,,1.1028,3.9641,3.5945,30,07/01/2017,12/01/2019
HENRICO DOCTORS' HOSPITAL,490118,VA,READM-30-PN-HRRP,537,,1.0349,16.4920,15.9364,91,07/01/2017,12/01/2019
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,READM-30-AMI-HRRP,72,,1.0107,15.8041,15.6368,12,07/01/2017,12/01/2019
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,READM-30-COPD-HRRP,274,,1.0262,20.3249,19.8067,58,07/01/2017,12/01/2019
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,READM-30-HF-HRRP,709,,0.9269,20.3045,21.9051,139,07/01/2017,12/01/2019
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.8767,3.3296,3.7979,Too Few to Report,07/01/2017,12/01/2019
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,READM-30-PN-HRRP,584,,0.9616,16.0593,16.7011,91,07/01/2017,12/01/2019
CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-AMI-HRRP,310,,0.9411,14.6984,15.6175,42,07/01/2017,12/01/2019
CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-COPD-HRRP,501,,0.9644,20.0115,20.7503,97,07/01/2017,12/01/2019
CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-HF-HRRP,770,,1.0494,22.4424,21.3868,176,07/01/2017,12/01/2019
CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.8588,3.9989,4.6562,Too Few to Report,07/01/2017,12/01/2019
CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-PN-HRRP,648,,0.9457,15.1138,15.9816,94,07/01/2017,12/01/2019
INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-COPD-HRRP,87,,0.9744,18.7390,19.2322,14,07/01/2017,12/01/2019
INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-HF-HRRP,248,,0.9570,19.6923,20.5768,46,07/01/2017,12/01/2019
INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-HIP-KNEE-HRRP,1352,,0.7577,2.8767,3.7966,34,07/01/2017,12/01/2019
INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-PN-HRRP,299,,1.0748,16.3599,15.2215,54,07/01/2017,12/01/2019
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,READM-30-COPD-HRRP,91,,0.9925,18.3006,18.4384,16,07/01/2017,12/01/2019
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,READM-30-HF-HRRP,167,,1.0146,21.5874,21.2771,37,07/01/2017,12/01/2019
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9381,3.5991,3.8364,Too Few to Report,07/01/2017,12/01/2019
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,READM-30-PN-HRRP,115,,0.9460,15.5912,16.4814,14,07/01/2017,12/01/2019
BUCHANAN GENERAL HOSPITAL,490127,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BUCHANAN GENERAL HOSPITAL,490127,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BUCHANAN GENERAL HOSPITAL,490127,VA,READM-30-COPD-HRRP,130,,1.1116,21.9439,19.7400,38,07/01/2017,12/01/2019
BUCHANAN GENERAL HOSPITAL,490127,VA,READM-30-HF-HRRP,62,,1.0570,26.0355,24.6315,20,07/01/2017,12/01/2019
BUCHANAN GENERAL HOSPITAL,490127,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BUCHANAN GENERAL HOSPITAL,490127,VA,READM-30-PN-HRRP,125,,0.9855,18.4532,18.7244,22,07/01/2017,12/01/2019
RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-AMI-HRRP,36,,1.0684,19.3358,18.0980,11,07/01/2017,12/01/2019
RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-COPD-HRRP,125,,1.0305,17.9188,17.3879,25,07/01/2017,12/01/2019
RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-HF-HRRP,234,,0.9431,19.1260,20.2792,41,07/01/2017,12/01/2019
RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9711,3.7243,3.8354,Too Few to Report,07/01/2017,12/01/2019
RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-PN-HRRP,303,,0.9971,15.5796,15.6253,47,07/01/2017,12/01/2019
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-AMI-HRRP,152,,0.8883,13.0197,14.6573,13,07/01/2017,12/01/2019
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-COPD-HRRP,192,,0.9901,18.6818,18.8679,35,07/01/2017,12/01/2019
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-HF-HRRP,427,,0.9298,19.8422,21.3404,80,07/01/2017,12/01/2019
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-HIP-KNEE-HRRP,440,,0.9850,3.6969,3.7530,16,07/01/2017,12/01/2019
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-PN-HRRP,361,,0.9456,14.0934,14.9038,47,07/01/2017,12/01/2019
"STAFFORD HOSPITAL, LLC",490140,VA,READM-30-AMI-HRRP,N/A,,1.0014,14.5081,14.4871,Too Few to Report,07/01/2017,12/01/2019
"STAFFORD HOSPITAL, LLC",490140,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
"STAFFORD HOSPITAL, LLC",490140,VA,READM-30-COPD-HRRP,144,,1.0337,19.4963,18.8609,31,07/01/2017,12/01/2019
"STAFFORD HOSPITAL, LLC",490140,VA,READM-30-HF-HRRP,194,,1.0519,21.4933,20.4333,45,07/01/2017,12/01/2019
"STAFFORD HOSPITAL, LLC",490140,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9886,3.4062,3.4454,Too Few to Report,07/01/2017,12/01/2019
"STAFFORD HOSPITAL, LLC",490140,VA,READM-30-PN-HRRP,206,,1.0614,16.3936,15.4449,38,07/01/2017,12/01/2019
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-AMI-HRRP,79,,1.0507,15.3369,14.5975,15,07/01/2017,12/01/2019
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-COPD-HRRP,159,,1.0135,19.9981,19.7327,33,07/01/2017,12/01/2019
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-HF-HRRP,260,,1.1626,25.6800,22.0891,77,07/01/2017,12/01/2019
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9461,3.3461,3.5366,Too Few to Report,07/01/2017,12/01/2019
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-PN-HRRP,218,,1.0896,16.9380,15.5454,43,07/01/2017,12/01/2019
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-COPD-HRRP,N/A,,0.9780,19.0771,19.5065,Too Few to Report,07/01/2017,12/01/2019
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-HF-HRRP,130,,1.0124,20.9209,20.6637,28,07/01/2017,12/01/2019
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0427,3.9740,3.8115,Too Few to Report,07/01/2017,12/01/2019
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-PN-HRRP,124,,0.9852,14.5437,14.7615,17,07/01/2017,12/01/2019
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-COPD-HRRP,70,,1.0138,18.3141,18.0652,14,07/01/2017,12/01/2019
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-HF-HRRP,97,,0.9350,18.8939,20.2071,14,07/01/2017,12/01/2019
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-PN-HRRP,174,,0.9495,15.3267,16.1423,23,07/01/2017,12/01/2019
STONESPRINGS HOSPITAL CENTER,490145,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STONESPRINGS HOSPITAL CENTER,490145,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STONESPRINGS HOSPITAL CENTER,490145,VA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STONESPRINGS HOSPITAL CENTER,490145,VA,READM-30-HF-HRRP,54,,0.9953,20.9379,21.0369,11,07/01/2017,12/01/2019
STONESPRINGS HOSPITAL CENTER,490145,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STONESPRINGS HOSPITAL CENTER,490145,VA,READM-30-PN-HRRP,66,,1.0375,15.7631,15.1934,13,07/01/2017,12/01/2019
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-AMI-HRRP,175,,0.9785,13.2741,13.5659,22,07/01/2017,12/01/2019
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-COPD-HRRP,139,,0.9833,17.5996,17.8987,23,07/01/2017,12/01/2019
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-HF-HRRP,328,,0.8570,17.9639,20.9621,49,07/01/2017,12/01/2019
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-HIP-KNEE-HRRP,495,,0.8750,3.5097,4.0111,15,07/01/2017,12/01/2019
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-PN-HRRP,378,,0.9727,14.7948,15.2097,54,07/01/2017,12/01/2019
SKAGIT VALLEY HOSPITAL,500003,WA,READM-30-AMI-HRRP,203,,0.9755,14.5048,14.8695,28,07/01/2017,12/01/2019
SKAGIT VALLEY HOSPITAL,500003,WA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SKAGIT VALLEY HOSPITAL,500003,WA,READM-30-COPD-HRRP,154,,0.9148,18.0648,19.7477,20,07/01/2017,12/01/2019
SKAGIT VALLEY HOSPITAL,500003,WA,READM-30-HF-HRRP,378,,0.9086,18.5572,20.4244,64,07/01/2017,12/01/2019
SKAGIT VALLEY HOSPITAL,500003,WA,READM-30-HIP-KNEE-HRRP,N/A,,0.8774,3.3045,3.7661,Too Few to Report,07/01/2017,12/01/2019
SKAGIT VALLEY HOSPITAL,500003,WA,READM-30-PN-HRRP,358,,1.0757,16.1609,15.0230,63,07/01/2017,12/01/2019
VIRGINIA MASON MEDICAL CENTER,500005,WA,READM-30-AMI-HRRP,270,,0.9144,14.1456,15.4693,33,07/01/2017,12/01/2019
VIRGINIA MASON MEDICAL CENTER,500005,WA,READM-30-CABG-HRRP,169,,0.7924,9.9894,12.6061,12,07/01/2017,12/01/2019
VIRGINIA MASON MEDICAL CENTER,500005,WA,READM-30-COPD-HRRP,93,,1.0327,21.5571,20.8737,23,07/01/2017,12/01/2019
VIRGINIA MASON MEDICAL CENTER,500005,WA,READM-30-HF-HRRP,372,,1.0640,22.5491,21.1918,88,07/01/2017,12/01/2019
VIRGINIA MASON MEDICAL CENTER,500005,WA,READM-30-HIP-KNEE-HRRP,790,,0.8386,3.1795,3.7915,22,07/01/2017,12/01/2019
VIRGINIA MASON MEDICAL CENTER,500005,WA,READM-30-PN-HRRP,326,,0.9871,15.9273,16.1360,51,07/01/2017,12/01/2019
ISLAND HOSPITAL,500007,WA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ISLAND HOSPITAL,500007,WA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ISLAND HOSPITAL,500007,WA,READM-30-COPD-HRRP,N/A,,0.9948,18.3752,18.4707,Too Few to Report,07/01/2017,12/01/2019
ISLAND HOSPITAL,500007,WA,READM-30-HF-HRRP,116,,0.9387,17.2035,18.3269,16,07/01/2017,12/01/2019
ISLAND HOSPITAL,500007,WA,READM-30-HIP-KNEE-HRRP,330,,1.0479,3.9913,3.8088,14,07/01/2017,12/01/2019
ISLAND HOSPITAL,500007,WA,READM-30-PN-HRRP,138,,0.9678,13.2071,13.6469,16,07/01/2017,12/01/2019
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,READM-30-AMI-HRRP,167,,1.0447,17.0079,16.2800,31,07/01/2017,12/01/2019
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,READM-30-CABG-HRRP,N/A,,1.0472,14.7444,14.0801,Too Few to Report,07/01/2017,12/01/2019
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,READM-30-COPD-HRRP,N/A,,0.9694,20.3595,21.0027,Too Few to Report,07/01/2017,12/01/2019
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,READM-30-HF-HRRP,281,,1.0534,24.3717,23.1358,72,07/01/2017,12/01/2019
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,READM-30-HIP-KNEE-HRRP,N/A,,1.0877,4.9763,4.5751,Too Few to Report,07/01/2017,12/01/2019
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,READM-30-PN-HRRP,182,,1.0383,19.3573,18.6429,38,07/01/2017,12/01/2019
HIGHLINE MEDICAL CENTER,500011,WA,READM-30-AMI-HRRP,N/A,,0.9346,13.1430,14.0630,Too Few to Report,07/01/2017,12/01/2019
HIGHLINE MEDICAL CENTER,500011,WA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIGHLINE MEDICAL CENTER,500011,WA,READM-30-COPD-HRRP,96,,1.0200,20.0352,19.6422,21,07/01/2017,12/01/2019
HIGHLINE MEDICAL CENTER,500011,WA,READM-30-HF-HRRP,207,,0.8911,18.0490,20.2556,30,07/01/2017,12/01/2019
HIGHLINE MEDICAL CENTER,500011,WA,READM-30-HIP-KNEE-HRRP,N/A,,0.9394,3.8318,4.0789,Too Few to Report,07/01/2017,12/01/2019
HIGHLINE MEDICAL CENTER,500011,WA,READM-30-PN-HRRP,168,,0.9026,13.7768,15.2626,16,07/01/2017,12/01/2019
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-AMI-HRRP,363,,0.9544,13.9628,14.6298,48,07/01/2017,12/01/2019
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-CABG-HRRP,118,,1.0121,11.6500,11.5103,14,07/01/2017,12/01/2019
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-COPD-HRRP,360,,0.9857,18.4065,18.6737,65,07/01/2017,12/01/2019
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-HF-HRRP,646,,0.9406,19.3429,20.5651,121,07/01/2017,12/01/2019
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-HIP-KNEE-HRRP,404,,1.2223,4.5590,3.7299,22,07/01/2017,12/01/2019
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-PN-HRRP,536,,0.9524,14.2477,14.9596,73,07/01/2017,12/01/2019
MULTICARE AUBURN MEDICAL CENTER,500015,WA,READM-30-AMI-HRRP,78,,1.0110,15.8305,15.6575,13,07/01/2017,12/01/2019
MULTICARE AUBURN MEDICAL CENTER,500015,WA,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MULTICARE AUBURN MEDICAL CENTER,500015,WA,READM-30-COPD-HRRP,99,,1.0051,19.7468,19.6469,20,07/01/2017,12/01/2019
MULTICARE AUBURN MEDICAL CENTER,500015,WA,READM-30-HF-HRRP,213,,0.9331,19.4845,20.8820,37,07/01/2017,12/01/2019
MULTICARE AUBURN MEDICAL CENTER,500015,WA,READM-30-HIP-KNEE-HRRP,N/A,,1.0086,3.8525,3.8197,Too Few to Report,07/01/2017,12/01/2019
MULTICARE AUBURN MEDICAL CENTER,500015,WA,READM-30-PN-HRRP,245,,0.9889,16.6548,16.8423,40,07/01/2017,12/01/2019
CENTRAL WASHINGTON HOSPITAL,500016,WA,READM-30-AMI-HRRP,370,,0.8841,12.1655,13.7601,38,07/01/2017,12/01/2019
CENTRAL WASHINGTON HOSPITAL,500016,WA,READM-30-CABG-HRRP,N/A,,0.9995,11.5067,11.5126,Too Few to Report,07/01/2017,12/01/2019
CENTRAL WASHINGTON HOSPITAL,500016,WA,READM-30-COPD-HRRP,158,,0.9325,17.1131,18.3523,21,07/01/2017,12/01/2019
CENTRAL WASHINGTON HOSPITAL,500016,WA,READM-30-HF-HRRP,486,,0.9650,20.8530,21.6102,99,07/01/2017,12/01/2019
CENTRAL WASHINGTON HOSPITAL,500016,WA,READM-30-HIP-KNEE-HRRP,565,,0.8534,3.6870,4.3205,18,07/01/2017,12/01/2019
CENTRAL WASHINGTON HOSPITAL,500016,WA,READM-30-PN-HRRP,491,,0.8139,12.8774,15.8223,49,07/01/2017,12/01/2019
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,READM-30-COPD-HRRP,113,,1.0095,16.9852,16.8249,20,07/01/2017,12/01/2019
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,READM-30-HF-HRRP,236,,0.9509,18.7320,19.6987,41,07/01/2017,12/01/2019
