"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Start Date","PSI 90 End Date","PSI 90 W Z Score","PSI 90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,2022,07/01/2018,12/31/2019,-1.0173,,0.5377,,-1.4169,,-1.3575,,1.9749,,1.2104,,01/01/2019,12/31/2019,-0.0114,,No,
INOVA LOUDOUN HOSPITAL,490043,VA,2022,07/01/2018,12/31/2019,-1.4951,,1.7879,,-1.4169,,-0.4572,,-1.4021,,-1.5509,,01/01/2019,12/31/2019,-0.7557,,No,
SENTARA OBICI HOSPITAL,490044,VA,2022,07/01/2018,12/31/2019,-1.2153,,-0.7342,,0.0028,,1.5514,,2.1722,,0.0217,,01/01/2019,12/31/2019,0.2998,,No,
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,2022,07/01/2018,12/31/2019,-0.8008,,-1.2914,,-0.1923,,0.0927,,0.0183,,-0.9673,,01/01/2019,12/31/2019,-0.5235,,No,
SENTARA LEIGH HOSPITAL,490046,VA,2022,07/01/2018,12/31/2019,-0.8848,,-0.3247,,-0.6990,,-0.5402,,-0.4139,,-0.0397,,01/01/2019,12/31/2019,-0.4837,,No,
LEWISGALE MEDICAL CENTER,490048,VA,2022,07/01/2018,12/31/2019,-1.4951,,-0.4014,,0.4774,,0.3533,,0.0506,,-0.2885,,01/01/2019,12/31/2019,-0.2173,,No,
VIRGINIA HOSPITAL CENTER,490050,VA,2022,07/01/2018,12/31/2019,-0.3334,,-0.9193,,-0.0173,,1.0200,,0.2604,,-0.0489,,01/01/2019,12/31/2019,-0.0064,,No,
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,2022,07/01/2018,12/31/2019,-0.6748,,-0.6751,,2.1907,,0.4701,,-0.1772,,-1.0226,,01/01/2019,12/31/2019,0.0185,,No,
JOHNSTON MEMORIAL HOSPITAL,490053,VA,2022,07/01/2018,12/31/2019,-0.7671,,-1.2914,,-0.2204,,-0.7940,,-0.1324,,-0.4175,,01/01/2019,12/31/2019,-0.6038,,No,
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,2022,07/01/2018,12/31/2019,2.3958,,-1.2914,,-1.0047,,0.5699,,-0.6848,,0.4917,,01/01/2019,12/31/2019,0.0794,,No,
BON SECOURS ST MARYS HOSPITAL,490059,VA,2022,07/01/2018,12/31/2019,0.9517,,-1.1673,,-0.0455,,-0.6045,,-0.6525,,-1.2683,,01/01/2019,12/31/2019,-0.4644,,No,
CLINCH VALLEY MEDICAL CENTER,490060,VA,2022,07/01/2018,12/31/2019,-0.5908,,N/A,5,2.1907,,N/A,5,N/A,5,-0.7154,,01/01/2019,12/31/2019,0.2948,,No,
INOVA FAIRFAX HOSPITAL,490063,VA,2022,07/01/2018,12/31/2019,-1.4951,,-0.6220,,0.0430,,-0.4589,,-0.2292,,-0.1103,,01/01/2019,12/31/2019,-0.4788,,No,
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,2022,07/01/2018,12/31/2019,-1.4951,,-0.1671,,1.0123,,-1.3575,,2.1489,,0.2091,,01/01/2019,12/31/2019,0.0584,,No,
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,2022,07/01/2018,12/31/2019,-0.2090,,-0.3837,,-1.1776,,-0.3896,,0.9491,,-0.9397,,01/01/2019,12/31/2019,-0.3584,,No,
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,2022,07/01/2018,12/31/2019,2.3958,,0.7306,,0.1375,,0.4278,,2.1722,,-1.2161,,01/01/2019,12/31/2019,0.7746,,Yes,
SOVAH HEALTH MARTINSVILLE,490075,VA,2022,07/01/2018,12/31/2019,0.3592,,-0.0195,,-0.7654,,-0.6535,,0.5420,,-0.7093,,01/01/2019,12/31/2019,-0.2078,,No,
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,2022,07/01/2018,12/31/2019,-0.6306,,1.0732,,2.1907,,-1.3575,,-1.4021,,0.3074,,01/01/2019,12/31/2019,0.0302,,No,
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,2022,07/01/2018,12/31/2019,0.4093,,N/A,5,N/A,5,N/A,5,N/A,5,-0.1779,,01/01/2019,12/31/2019,0.1157,,No,
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,2022,07/01/2018,12/31/2019,-0.3336,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9975,,No,
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,2022,07/01/2018,12/31/2019,-0.2468,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9180,,Yes,
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,2022,07/01/2018,12/31/2019,1.0391,,N/A,5,-1.4169,,N/A,5,N/A,5,-0.6755,,01/01/2019,12/31/2019,-0.3511,,No,
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,2022,07/01/2018,12/31/2019,0.5265,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.5675,,No,
SENTARA CAREPLEX HOSPITAL,490093,VA,2022,07/01/2018,12/31/2019,-0.9343,,-0.7617,,-0.6005,,0.3872,,-0.6704,,-1.2069,,01/01/2019,12/31/2019,-0.6311,,No,
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,2022,07/01/2018,12/31/2019,0.0247,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8184,,No,
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,2022,07/01/2018,12/31/2019,-0.1263,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8939,,No,
COMMUNITY MEMORIAL HOSPITAL,490098,VA,2022,07/01/2018,12/31/2019,-0.8464,,N/A,5,-0.1018,,N/A,5,N/A,5,-0.8506,,01/01/2019,12/31/2019,-0.5996,,No,
INOVA FAIR OAKS HOSPITAL,490101,VA,2022,07/01/2018,12/31/2019,-1.4951,,0.9590,,-0.4195,,0.6681,,-0.3530,,-0.8813,,01/01/2019,12/31/2019,-0.2536,,No,
HIRAM W DAVIS MEDICAL CENTER,490104,VA,2022,07/01/2018,12/31/2019,0.1104,,2.2860,18,2.1907,18,2.0963,18,2.1722,18,2.0828,18,01/01/2019,12/31/2019,1.8231,,Yes,
RESTON HOSPITAL CENTER,490107,VA,2022,07/01/2018,12/31/2019,-1.4951,,-0.4546,,1.5794,,-1.3575,,-0.5467,,-1.1547,,01/01/2019,12/31/2019,-0.5715,,No,
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,2022,07/01/2018,12/31/2019,-1.2298,,N/A,5,0.3708,,-0.3371,,-1.4021,,0.0463,,01/01/2019,12/31/2019,-0.5104,,No,
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,2022,07/01/2018,12/31/2019,-0.6562,,N/A,5,-1.4169,,N/A,5,N/A,5,0.7589,,01/01/2019,12/31/2019,-0.4381,,No,
CJW MEDICAL CENTER,490112,VA,2022,07/01/2018,12/31/2019,-1.0503,,0.6046,,-0.3753,,0.0673,,-0.8013,,-0.3284,,01/01/2019,12/31/2019,-0.3139,,No,
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,2022,07/01/2018,12/31/2019,-0.9608,,0.9610,,0.6161,,2.0963,,0.9796,,-0.7953,,01/01/2019,12/31/2019,0.4828,,Yes,
LONESOME PINE HOSPITAL,490114,VA,2022,07/01/2018,12/31/2019,-0.2689,,N/A,5,2.1907,,N/A,5,N/A,5,0.3289,,01/01/2019,12/31/2019,0.7502,,Yes,
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,2022,07/01/2018,12/31/2019,-0.5969,,N/A,5,-1.4169,,N/A,5,N/A,5,0.2429,,01/01/2019,12/31/2019,-0.5903,,No,
LEWISGALE HOSPITAL PULASKI,490116,VA,2022,07/01/2018,12/31/2019,-0.4875,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.0745,,No,
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,2022,07/01/2018,12/31/2019,0.0027,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0027,,No,
HENRICO DOCTORS' HOSPITAL,490118,VA,2022,07/01/2018,12/31/2019,-1.4951,,-0.0215,,-0.6588,,-0.0308,,-0.3781,,0.0371,,01/01/2019,12/31/2019,-0.4245,,No,
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,2022,07/01/2018,12/31/2019,0.3625,,1.9809,,1.4929,,-1.3575,,0.0344,,-0.4206,,01/01/2019,12/31/2019,0.3488,,Yes,
CHESAPEAKE GENERAL HOSPITAL,490120,VA,2022,07/01/2018,12/31/2019,-0.6443,,-1.2914,,0.6503,,-0.9632,,-0.6184,,0.2705,,01/01/2019,12/31/2019,-0.4327,,No,
INOVA MOUNT VERNON HOSPITAL,490122,VA,2022,07/01/2018,12/31/2019,-1.4951,,0.1794,,-0.3894,,N/A,5,-1.4021,,-0.9857,,01/01/2019,12/31/2019,-0.8186,,No,
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,2022,07/01/2018,12/31/2019,-0.4595,,N/A,5,N/A,5,N/A,5,N/A,5,-0.2946,,01/01/2019,12/31/2019,-0.3771,,No,
BUCHANAN GENERAL HOSPITAL,490127,VA,2022,07/01/2018,12/31/2019,-0.0776,,N/A,5,N/A,5,N/A,5,N/A,5,-0.6141,,01/01/2019,12/31/2019,-0.3459,,No,
RIVERSIDE WALTER REED HOSPITAL,490130,VA,2022,07/01/2018,12/31/2019,-0.3034,,N/A,5,N/A,5,N/A,5,N/A,5,-0.8936,,01/01/2019,12/31/2019,-0.5985,,No,
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,2022,07/01/2018,12/31/2019,0.7342,,-0.7125,,1.1913,,-0.5300,,-1.4021,,-1.3666,,01/01/2019,12/31/2019,-0.3476,,No,
"STAFFORD HOSPITAL, LLC",490140,VA,2022,07/01/2018,12/31/2019,-0.1607,,1.4709,,0.4150,,2.0963,,N/A,5,0.6084,,01/01/2019,12/31/2019,0.8860,,Yes,
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,2022,07/01/2018,12/31/2019,-0.9866,,0.0160,,-0.1802,,-1.3575,,N/A,5,0.3504,,01/01/2019,12/31/2019,-0.4316,,No,
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,2022,07/01/2018,12/31/2019,-0.5962,,N/A,5,N/A,5,N/A,5,N/A,5,-0.3683,,01/01/2019,12/31/2019,-0.4823,,No,
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,2022,07/01/2018,12/31/2019,-0.6663,,N/A,5,N/A,5,1.0150,,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.4376,,No,
STONESPRINGS HOSPITAL CENTER,490145,VA,2022,07/01/2018,12/31/2019,-0.3934,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.0274,,No,
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,2022,07/01/2018,12/31/2019,-1.4951,,-1.2914,,1.3743,,-1.3575,,N/A,5,-0.4574,,01/01/2019,12/31/2019,-0.6454,,No,
SKAGIT VALLEY HOSPITAL,500003,WA,2022,07/01/2018,12/31/2019,-0.4495,,2.2860,,0.7770,,0.3381,,-0.4677,,2.0766,,01/01/2019,12/31/2019,0.7601,,Yes,
VIRGINIA MASON MEDICAL CENTER,500005,WA,2022,07/01/2018,12/31/2019,-1.4951,,-0.8937,,-0.9846,,-0.5402,,-1.0972,,-0.1871,,01/01/2019,12/31/2019,-0.8663,,No,
ISLAND HOSPITAL,500007,WA,2022,07/01/2018,12/31/2019,-1.1526,,N/A,5,N/A,5,N/A,5,N/A,5,-0.4789,,01/01/2019,12/31/2019,-0.8157,,No,
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,2022,07/01/2018,12/31/2019,-0.2101,,-0.1671,,0.6624,,0.4904,,-0.4570,,1.0845,,01/01/2019,12/31/2019,0.2338,,No,
HIGHLINE MEDICAL CENTER,500011,WA,2022,07/01/2018,12/31/2019,0.5854,,-0.6456,,2.1907,,-1.3575,,1.1230,,-0.6079,,01/01/2019,12/31/2019,0.2147,,No,
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,2022,07/01/2018,12/31/2019,-0.2077,,-0.6338,,-0.1199,,-0.5351,,-1.1690,,-0.5035,,01/01/2019,12/31/2019,-0.5281,,No,
MULTICARE AUBURN MEDICAL CENTER,500015,WA,2022,07/01/2018,12/31/2019,1.8877,,-0.5412,,-1.4169,,-1.3575,,0.0703,,-0.9304,,01/01/2019,12/31/2019,-0.3814,,No,
CENTRAL WASHINGTON HOSPITAL,500016,WA,2022,07/01/2018,12/31/2019,0.7846,,0.0711,,-1.0067,,0.0572,,-0.4964,,1.2780,,01/01/2019,12/31/2019,0.1146,,No,
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,2022,07/01/2018,12/31/2019,-0.0571,,-1.2914,,1.3883,,-1.3575,,N/A,5,-1.4188,,01/01/2019,12/31/2019,-0.5473,,No,
ST CLARE HOSPITAL,500021,WA,2022,07/01/2018,12/31/2019,-0.5151,,-1.2914,,-1.4169,,N/A,5,0.1725,,0.1630,,01/01/2019,12/31/2019,-0.5776,,No,
PROVIDENCE ST PETER HOSPITAL,500024,WA,2022,07/01/2018,12/31/2019,-0.3531,,-0.1790,,1.8227,,-0.6112,,0.7213,,-0.7891,,01/01/2019,12/31/2019,0.1019,,No,
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,2022,07/01/2018,12/31/2019,-0.3024,,0.0002,,0.2421,,N/A,5,-1.0094,,-1.5263,,01/01/2019,12/31/2019,-0.5192,,No,
SWEDISH EDMONDS HOSPITAL,500026,WA,2022,07/01/2018,12/31/2019,-1.4951,,-0.5688,,0.1134,,-1.3575,,-0.7152,,-0.7891,,01/01/2019,12/31/2019,-0.8021,,No,
SWEDISH MEDICAL CENTER,500027,WA,2022,07/01/2018,12/31/2019,0.2112,,-0.4605,,-0.2486,,1.1216,,-0.3153,,-0.6878,,01/01/2019,12/31/2019,-0.0632,,No,
ST JOSEPH HOSPITAL,500030,WA,2022,07/01/2018,12/31/2019,-1.4951,,-1.2914,,0.7408,,-0.2170,,0.1169,,-0.0581,,01/01/2019,12/31/2019,-0.3673,,No,
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,2022,07/01/2018,12/31/2019,-0.4724,,-1.2914,,-0.2989,,N/A,5,N/A,5,-0.0950,,01/01/2019,12/31/2019,-0.5394,,No,
SAMARITAN HOSPITAL,500033,WA,2022,07/01/2018,12/31/2019,0.6498,,N/A,5,N/A,5,1.7798,,N/A,5,-1.6615,,01/01/2019,12/31/2019,0.2560,,No,
YAKIMA VALLEY MEMORIAL,500036,WA,2022,07/01/2018,12/31/2019,0.6361,,-0.7775,,-1.4169,,0.9845,,0.3554,,1.2811,,01/01/2019,12/31/2019,0.1771,,No,
ASTRIA TOPPENISH HOSPITAL,500037,WA,2022,07/01/2018,12/31/2019,0.0191,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8212,,No,
HARRISON MEDICAL CENTER,500039,WA,2022,07/01/2018,12/31/2019,-0.9782,,-1.2914,,2.1143,,-1.0174,,-0.4211,,0.4855,,01/01/2019,12/31/2019,-0.1847,,No,
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,2022,07/01/2018,12/31/2019,-1.2278,,0.6361,,1.3159,,-0.1205,,0.9383,,1.8555,,01/01/2019,12/31/2019,0.5663,,Yes,
DEACONESS MEDICAL CENTER,500044,WA,2022,07/01/2018,12/31/2019,0.1565,,-0.8858,,-0.7232,,-0.4454,,-0.5825,,-0.6479,,01/01/2019,12/31/2019,-0.5214,,No,
PEACEHEALTH SOUTHWEST MEDICAL CENTER,500050,WA,2022,07/01/2018,12/31/2019,-1.1592,,-0.4172,,-0.1983,,-0.4251,,-0.0463,,-0.6171,,01/01/2019,12/31/2019,-0.4772,,No,
OVERLAKE HOSPITAL MEDICAL CENTER,500051,WA,2022,07/01/2018,12/31/2019,-1.4275,,0.1361,,0.9077,,-0.4962,,-1.4021,,-0.8567,,01/01/2019,12/31/2019,-0.5231,,No,
KAISER PERMANENTE CENTRAL HOSPITAL,500052,WA,2022,07/01/2018,12/31/2019,0.0994,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0994,,No,
TRIOS HEALTH,500053,WA,2022,07/01/2018,12/31/2019,-1.0934,,0.8153,,2.1907,,N/A,5,N/A,5,1.6374,,01/01/2019,12/31/2019,0.8875,,Yes,
PROV SACRED HRT MED CTR & CHILDS HOSP.,500054,WA,2022,07/01/2018,12/31/2019,-1.4951,,-0.8740,,0.3587,,-0.6231,,-1.2694,,-0.1503,,01/01/2019,12/31/2019,-0.6755,,No,
KADLEC REGIONAL MEDICAL CENTER,500058,WA,2022,07/01/2018,12/31/2019,0.1771,,0.2365,,-0.0958,,-0.8651,,0.5796,,0.4948,,01/01/2019,12/31/2019,0.0879,,No,
CASCADE VALLEY HOSPITAL,500060,WA,2022,07/01/2018,12/31/2019,-0.2755,,N/A,5,N/A,5,-1.3575,,N/A,5,2.0828,,01/01/2019,12/31/2019,0.1499,,No,
HARBORVIEW MEDICAL CENTER,500064,WA,2022,07/01/2018,12/31/2019,0.3536,,0.3703,,0.6584,,2.0963,,1.0477,,1.1889,,01/01/2019,12/31/2019,0.9525,,Yes,
OLYMPIC MEDICAL CENTER,500072,WA,2022,07/01/2018,12/31/2019,-0.8840,,-0.3050,,0.3185,,-1.3575,,N/A,5,0.7006,,01/01/2019,12/31/2019,-0.3055,,No,
PROVIDENCE HOLY FAMILY HOSPITAL,500077,WA,2022,07/01/2018,12/31/2019,-0.3424,,-0.4448,,-0.7634,,-0.7635,,-0.4104,,1.2135,,01/01/2019,12/31/2019,-0.2518,,No,
MULTICARE GOOD SAMARITAN HOSPITAL,500079,WA,2022,07/01/2018,12/31/2019,1.3895,,-0.1416,,-0.7413,,-1.3575,,1.4710,,-0.3407,,01/01/2019,12/31/2019,0.0466,,No,
EVERGREENHEALTH MONROE,500084,WA,2022,07/01/2018,12/31/2019,0.2525,,N/A,5,N/A,5,N/A,5,N/A,5,1.3149,,01/01/2019,12/31/2019,0.7837,,Yes,
VALLEY MEDICAL CENTER,500088,WA,2022,07/01/2018,12/31/2019,0.8627,,0.1695,,0.1818,,-0.8752,,0.3734,,0.6545,,01/01/2019,12/31/2019,0.2278,,No,
ST JOSEPH MEDICAL CENTER,500108,WA,2022,07/01/2018,12/31/2019,-1.4951,,-0.4073,,-0.4537,,-1.1917,,-0.4767,,0.8818,,01/01/2019,12/31/2019,-0.5238,,No,
MULTICARE VALLEY HOSPITAL,500119,WA,2022,07/01/2018,12/31/2019,0.0118,,-0.2183,,-0.7393,,-0.7669,,N/A,5,-0.4482,,01/01/2019,12/31/2019,-0.4322,,No,
EVERGREENHEALTH MEDICAL CENTER,500124,WA,2022,07/01/2018,12/31/2019,-1.4951,,0.6558,,1.8931,,0.6173,,0.5276,,-0.9734,,01/01/2019,12/31/2019,0.2042,,No,
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,2022,07/01/2018,12/31/2019,0.9337,,-0.4329,,0.8936,,0.0504,,-0.6274,,0.6668,,01/01/2019,12/31/2019,0.2474,,No,
CAPITAL MEDICAL CENTER,500139,WA,2022,07/01/2018,12/31/2019,-1.2711,,-1.2914,,-0.4497,,-0.6620,,-1.4021,,-1.0195,,01/01/2019,12/31/2019,-1.0160,,No,
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,2022,07/01/2018,12/31/2019,-0.8699,,0.9630,,-0.3230,,0.5868,,-1.4021,,0.6729,,01/01/2019,12/31/2019,-0.0620,,No,
CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,2022,07/01/2018,12/31/2019,-0.0959,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0959,,No,
LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,2022,07/01/2018,12/31/2019,-1.4942,,-0.5924,,1.8690,,-0.0714,,-1.4021,,0.0555,,01/01/2019,12/31/2019,-0.2726,,No,
ST ANTHONY HOSPITAL,500151,WA,2022,07/01/2018,12/31/2019,-1.4951,,-1.2914,,-0.8599,,-1.3575,,-1.4021,,-0.4728,,01/01/2019,12/31/2019,-1.1465,,No,
SWEDISH ISSAQUAH,500152,WA,2022,07/01/2018,12/31/2019,-0.4007,,-0.1002,,-1.4169,,1.2654,,N/A,5,-0.2117,,01/01/2019,12/31/2019,-0.1728,,No,
MULTICARE COVINGTON MEDICAL CENTER,500154,WA,2022,07/01/2018,12/31/2019,-0.1015,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8815,,No,
WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,2022,07/01/2018,12/31/2019,-1.1194,,-0.5393,,-0.8237,,0.8373,,0.2658,,0.9524,,01/01/2019,12/31/2019,-0.0712,,No,
GREENBRIER VALLEY MEDICAL CENTER,510002,WV,2022,07/01/2018,12/31/2019,-0.3457,,N/A,5,-1.4169,,0.2755,,N/A,5,0.3995,,01/01/2019,12/31/2019,-0.2719,,No,
UNITED HOSPITAL CENTER,510006,WV,2022,07/01/2018,12/31/2019,-1.0393,,-0.4763,,-0.6910,,-1.3575,,-0.8802,,-0.5158,,01/01/2019,12/31/2019,-0.8267,,No,
ST MARY'S MEDICAL CENTER,510007,WV,2022,07/01/2018,12/31/2019,-1.4951,,2.2860,,0.7951,,2.0607,,1.0316,,1.1060,,01/01/2019,12/31/2019,0.9641,,Yes,
BERKELEY MEDICAL CENTER,510008,WV,2022,07/01/2018,12/31/2019,2.3059,,-1.2914,,-0.5422,,0.9913,,0.0667,,0.8511,,01/01/2019,12/31/2019,0.3969,,Yes,
PLEASANT VALLEY HOSPITAL,510012,WV,2022,07/01/2018,12/31/2019,1.9143,,N/A,5,N/A,5,N/A,5,N/A,5,-0.5557,,01/01/2019,12/31/2019,0.6793,,Yes,
REYNOLDS MEMORIAL HOSPITAL,510013,WV,2022,07/01/2018,12/31/2019,-0.2060,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9384,,Yes,
CHARLESTON AREA MEDICAL CENTER,510022,WV,2022,07/01/2018,12/31/2019,2.3958,,0.2955,,0.5156,,1.8543,,1.0459,,1.2627,,01/01/2019,12/31/2019,1.2283,,Yes,
WEIRTON MEDICAL CENTER,510023,WV,2022,07/01/2018,12/31/2019,1.7633,,0.6125,,-0.7352,,1.8306,,-1.4021,,0.2368,,01/01/2019,12/31/2019,0.3843,,Yes,
MON HEALTH MEDICAL CENTER,510024,WV,2022,07/01/2018,12/31/2019,-0.9708,,-0.7558,,-0.1621,,0.9354,,-1.4021,,0.6514,,01/01/2019,12/31/2019,-0.2840,,No,
THOMAS MEMORIAL HOSPITAL,510029,WV,2022,07/01/2018,12/31/2019,-0.0292,,1.0279,,-0.0575,,1.2163,,-0.5305,,0.6913,,01/01/2019,12/31/2019,0.3864,,Yes,
DAVIS MEDICAL CENTER,510030,WV,2022,07/01/2018,12/31/2019,-0.1878,,N/A,5,1.7724,,N/A,5,N/A,5,-0.7830,,01/01/2019,12/31/2019,0.2672,,No,
ST FRANCIS HOSPITAL,510031,WV,2022,07/01/2018,12/31/2019,0.0383,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8116,,No,
STONEWALL JACKSON MEMORIAL HOSPITAL,510038,WV,2022,07/01/2018,12/31/2019,-0.4558,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.0586,,No,
PRINCETON COMMUNITY HOSPITAL,510046,WV,2022,07/01/2018,12/31/2019,0.4421,,1.0850,,-0.9645,,-0.1831,,-1.4021,,0.3320,,01/01/2019,12/31/2019,-0.1151,,No,
FAIRMONT REGIONAL MEDICAL CENTER,510047,WV,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
LOGAN REGIONAL MEDICAL CENTER,510048,WV,2022,07/01/2018,12/31/2019,-0.9459,,-1.2914,,0.8152,,N/A,5,-0.0570,,0.0187,,01/01/2019,12/31/2019,-0.2921,,No,
WHEELING HOSPITAL,510050,WV,2022,07/01/2018,12/31/2019,1.2565,,-0.7992,,1.3642,,0.1858,,-0.9771,,1.5913,,01/01/2019,12/31/2019,0.4369,,Yes,
CABELL HUNTINGTON HOSPITAL INC,510055,WV,2022,07/01/2018,12/31/2019,2.3958,,-0.2361,,0.1476,,0.3347,,1.4351,,-0.5895,,01/01/2019,12/31/2019,0.5813,,Yes,
CAMDEN CLARK MEDICAL CENTER,510058,WV,2022,07/01/2018,12/31/2019,-1.0310,,-0.8247,,-0.2345,,0.7611,,0.5958,,0.7374,,01/01/2019,12/31/2019,0.0007,,No,
BECKLEY ARH HOSPITAL,510062,WV,2022,07/01/2018,12/31/2019,0.0489,,-1.2914,,-0.7513,,N/A,5,-1.4021,,-0.1963,,01/01/2019,12/31/2019,-0.7185,,No,
RALEIGH GENERAL HOSPITAL,510070,WV,2022,07/01/2018,12/31/2019,0.1484,,-1.0768,,-1.4169,,-0.6146,,1.1876,,0.6207,,01/01/2019,12/31/2019,-0.1919,,No,
WETZEL COUNTY HOSPITAL,510072,WV,2022,07/01/2018,12/31/2019,0.0553,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0553,,No,
WELCH COMMUNITY HOSPITAL,510086,WV,2022,07/01/2018,12/31/2019,0.0399,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,1.0613,,Yes,
CHARLESTON SURGICAL HOSPITAL,510091,WV,2022,07/01/2018,12/31/2019,-0.0835,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0835,,No,
ASCENSION ST MICHAELS HOSPITAL,520002,WI,2022,07/01/2018,12/31/2019,0.2157,,N/A,5,N/A,5,-1.3575,,N/A,5,1.3333,,01/01/2019,12/31/2019,0.0638,,No,
MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC,520004,WI,2022,07/01/2018,12/31/2019,-1.4951,,1.6836,,-0.1360,,1.7917,,-1.4021,,-1.1393,,01/01/2019,12/31/2019,-0.1162,,No,
WAUKESHA MEMORIAL HOSPITAL,520008,WI,2022,07/01/2018,12/31/2019,-1.4951,,-1.2914,,-1.0329,,1.0048,,-0.6292,,-0.1564,,01/01/2019,12/31/2019,-0.6000,,No,
ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS,520009,WI,2022,07/01/2018,12/31/2019,-0.6983,,0.7996,,2.1907,,-0.4725,,0.3088,,-0.1472,,01/01/2019,12/31/2019,0.3302,,Yes,
